111201,2016010101,0.006,1.3,0.002,0.055,78,65
111201,2016010102,0.007,1.5,0.002,0.057,79,66
111201,2016010103,0.007,1.7,0.002,0.06,79,66
111201,2016010104,0.006,1.7,0.002,0.058,73,63
111201,2016010105,0.005,1.8,0.002,0.056,75,63
111201,2016010106,0.005,1.7,0.002,0.051,76,63
111201,2016010107,0.005,1.6,0.002,0.051,75,61
111201,2016010108,0.005,1.5,0.002,0.05,73,64
111201,2016010109,0.005,1.5,0.002,0.049,74,65
111201,2016010110,0.006,1.4,0.003,0.048,74,64
111201,2016010111,0.006,1.2,0.005,0.045,78,65
111201,2016010112,0.006,1,0.006,0.042,79,65
111201,2016010113,0.006,0.8,0.011,0.036,74,61
111201,2016010114,0.005,0.6,0.016,0.03,54,45
111201,2016010115,0.006,0.7,0.011,0.035,47,38
111201,2016010116,0.006,0.5,0.023,0.022,47,38
111201,2016010117,0.006,0.5,0.02,0.025,35,31
111201,2016010118,0.006,0.5,0.014,0.03,36,31
111201,2016010119,0.006,0.5,0.015,0.028,40,31
111201,2016010120,0.006,0.5,0.009,0.034,40,29
111201,2016010121,0.005,0.5,0.01,0.034,37,28
111201,2016010122,0.005,0.4,0.014,0.03,33,26
111201,2016010123,0.005,0.5,0.008,0.036,28,25
111201,2016010124,0.005,0.5,0.007,0.037,28,25
111201,2016010201,0.005,0.5,0.013,0.03,29,25
111201,2016010202,0.005,0.5,0.016,0.026,30,25
111201,2016010203,0.005,0.5,0.016,0.026,30,26
111201,2016010204,0.005,0.5,0.01,0.032,30,26
111201,2016010205,0.005,0.5,0.01,0.031,33,27
111201,2016010206,0.005,0.7,0.005,0.038,33,27
111201,2016010207,0.005,0.8,0.002,0.042,33,27
111201,2016010208,0.005,0.7,0.002,0.043,34,28
111201,2016010209,0.005,0.8,0.003,0.045,40,29
111201,2016010210,0.006,0.9,0.003,0.046,43,29
111201,2016010211,0.006,1,0.004,0.047,45,35
111201,2016010212,0.006,0.7,0.009,0.038,47,35
111201,2016010213,0.007,0.7,0.01,0.038,48,37
111201,2016010214,0.006,0.6,0.016,0.032,52,37
111201,2016010215,0.006,0.6,0.021,0.028,53,42
111201,2016010216,0.006,0.6,0.032,0.022,54,42
111201,2016010217,0.006,0.6,0.032,0.023,54,40
111201,2016010218,0.006,1.1,0.031,0.025,53,42
111201,2016010219,0.006,0.8,0.017,0.036,64,42
111201,2016010220,0.006,0.8,0.006,0.048,64,42
111201,2016010221,0.005,0.8,0.004,0.051,56,44
111201,2016010222,0.005,0.9,0.003,0.05,56,44
111201,2016010223,0.005,0.8,0.003,0.047,54,43
111201,2016010224,0.005,0.7,0.004,0.045,55,42
111201,2016010301,0.005,0.8,0.004,0.045,55,43
111201,2016010302,0.005,0.7,0.005,0.041,52,40
111201,2016010303,0.005,0.7,0.011,0.031,65,43
111201,2016010304,0.005,0.7,0.005,0.037,66,44
111201,2016010305,0.005,0.8,0.008,0.033,63,44
111201,2016010306,0.005,0.7,0.02,0.026,63,49
111201,2016010307,0.006,0.7,0.018,0.028,65,50
111201,2016010308,0.006,0.8,0.006,0.039,75,51
111201,2016010309,0.006,0.8,0.006,0.041,81,55
111201,2016010310,0.006,0.9,0.009,0.042,83,56
111201,2016010311,0.007,0.9,0.012,0.043,78,62
111201,2016010312,0.007,0.9,0.012,0.045,85,69
111201,2016010313,0.008,0.9,0.02,0.04,86,70
111201,2016010314,0.011,0.8,0.03,0.035,87,71
111201,2016010315,0.012,0.8,0.037,0.033,97,75
111201,2016010316,0.012,0.8,0.04,0.033,101,78
111201,2016010317,0.012,0.8,0.037,0.039,102,82
111201,2016010318,0.011,0.8,0.024,0.047,102,84
111201,2016010319,0.009,0.9,0.016,0.052,100,79
111201,2016010320,0.008,1,0.011,0.054,116,90
111201,2016010321,0.007,1,0.015,0.051,124,95
111201,2016010322,0.008,1,0.014,0.05,125,97
111201,2016010323,0.006,1,0.019,0.043,125,98
111201,2016010324,0.006,1,0.032,0.032,126,99
111201,2016010401,0.007,1,0.035,0.027,134,103
111201,2016010402,0.007,1,0.039,0.024,140,108
111201,2016010403,0.007,1,0.036,0.026,141,110
111201,2016010404,0.008,0.9,0.041,0.021,140,104
111201,2016010405,0.007,0.9,0.038,0.019,138,103
111201,2016010406,0.006,1,0.031,0.021,141,102
111201,2016010407,0.007,1,0.02,0.029,135,99
111201,2016010408,0.006,1,0.01,0.038,112,88
111201,2016010409,0.007,1,0.007,0.041,105,81
111201,2016010410,0.007,0.9,0.01,0.038,104,82
111201,2016010411,0.007,0.8,0.018,0.029,93,74
111201,2016010412,0.006,0.6,0.024,0.024,63,49
111201,2016010413,0.005,0.5,0.029,0.019,43,33
111201,2016010414,0.005,0.5,0.03,0.02,32,24
111201,2016010415,0.004,0.4,0.029,0.019,26,22
111201,2016010416,0.004,0.4,0.027,0.021,22,19
111201,2016010417,0.005,0.4,0.026,0.022,27,22
111201,2016010418,0.005,0.5,0.022,0.025,28,23
111201,2016010419,0.005,0.5,0.017,0.03,29,23
111201,2016010420,0.004,0.5,0.011,0.034,29,21
111201,2016010421,0.004,0.5,0.012,0.032,28,19
111201,2016010422,0.004,0.4,0.015,0.028,23,17
111201,2016010423,0.004,0.4,0.018,0.023,18,16
111201,2016010424,0.005,0.4,0.021,0.019,16,15
111201,2016010501,0.005,0.4,0.025,0.014,19,17
111201,2016010502,0.005,0.4,0.025,0.012,19,19
111201,2016010503,0.005,0.4,0.024,0.013,22,19
111201,2016010504,0.005,0.4,0.025,0.012,22,18
111201,2016010505,0.005,0.4,0.026,0.01,21,18
111201,2016010506,0.005,0.4,0.025,0.01,21,18
111201,2016010507,0.005,0.4,0.02,0.017,21,18
111201,2016010508,0.005,0.4,0.014,0.022,21,16
111201,2016010509,0.005,0.5,0.01,0.026,20,14
111201,2016010510,0.005,0.4,0.014,0.023,20,14
111201,2016010511,0.005,0.4,0.018,0.019,20,12
111201,2016010512,0.005,0.4,0.02,0.018,19,16
111201,2016010513,0.005,0.4,0.024,0.014,23,16
111201,2016010514,0.006,0.4,0.025,0.015,24,15
111201,2016010515,0.006,0.4,0.021,0.019,-999,-999
111201,2016010516,0.006,0.5,0.022,0.019,-999,-999
111201,2016010517,0.006,0.4,0.021,0.02,38,29
111201,2016010518,0.006,0.5,0.017,0.026,36,23
111201,2016010519,0.006,0.5,0.014,0.028,33,24
111201,2016010520,0.006,0.5,0.005,0.038,34,23
111201,2016010521,0.006,0.5,0.006,0.035,39,25
111201,2016010522,0.006,0.5,0.01,0.031,34,23
111201,2016010523,0.006,0.5,0.012,0.029,34,21
111201,2016010524,0.006,0.5,0.014,0.027,31,19
111201,2016010601,0.006,0.6,0.004,0.04,30,22
111201,2016010602,0.006,0.6,0.003,0.04,31,22
111201,2016010603,0.006,0.6,0.008,0.035,32,23
111201,2016010604,0.006,0.6,0.012,0.028,28,22
111201,2016010605,0.006,0.6,0.007,0.034,31,22
111201,2016010606,0.006,0.6,0.005,0.037,32,23
111201,2016010607,0.006,0.6,0.003,0.043,36,27
111201,2016010608,0.006,0.7,0.002,0.043,38,26
111201,2016010609,0.006,0.7,0.003,0.043,42,26
111201,2016010610,0.007,0.8,0.005,0.043,41,30
111201,2016010611,0.007,0.9,0.006,0.047,52,34
111201,2016010612,0.007,0.8,0.006,0.045,49,35
111201,2016010613,0.008,0.8,0.006,0.044,55,37
111201,2016010614,0.008,0.8,0.005,0.045,56,37
111201,2016010615,0.009,0.8,0.006,0.042,56,37
