maT,meT,miT
29.071428571428577,22.457142857142863,16.738775510204082
28.989795918367356,22.869387755102036,17.132653061224485
28.977551020408157,23.36530612244897,18.097959183673474
29.18163265306122,23.416326530612242,18.440816326530616
29.955102040816335,24.430612244897958,19.228571428571428
30.808163265306117,24.26122448979592,20.179591836734694
31.663265306122447,24.802040816326517,19.68979591836734
32.557142857142864,25.438775510204092,19.214285714285715
30.78571428571428,25.74897959183673,21.287755102040816
29.312244897959186,25.23061224489796,21.808163265306117
29.628571428571423,24.012244897959178,19.275510204081634
26.016326530612236,22.706122448979595,20.114285714285714
27.13469387755103,22.881632653061217,19.77755102040816
28.128571428571426,23.6734693877551,19.5734693877551
28.44897959183673,23.62857142857142,20.330612244897956
29.8204081632653,23.330612244897964,18.075510204081635
28.585714285714293,22.763265306122445,18.3204081632653
29.80816326530613,23.804081632653066,18.636734693877557
30.175510204081625,24.118367346938776,19.473469387755102
31.753061224489787,24.88367346938776,19.09795918367347
29.891836734693868,24.31836734693878,19.69795918367347
25.267346938775507,22.61224489795918,20.20204081632653
26.387755102040817,23.61836734693878,21.489795918367342
25.048979591836734,23.006122448979596,21.459183673469386
30.2326530612245,25.01632653061224,21.253061224489798
28.68367346938775,24.438775510204085,20.806122448979586
27.436734693877543,23.70816326530612,21.342857142857145
25.759183673469387,22.344897959183665,19.781632653061223
30.3795918367347,24.73061224489796,20.195918367346945
30.824489795918364,25.146938775510197,21.4530612244898
29.122448979591837,24.36122448979592,20.251020408163267
28.39591836734693,23.448979591836736,18.873469387755105
31.491836734693877,25.359183673469392,19.914285714285715
32.60408163265307,26.56122448979592,21.634693877551022
31.400000000000006,26.74897959183674,23.126530612244903
31.610204081632645,27.5061224489796,24.65510204081633
32.71224489795919,27.857142857142858,23.90816326530612
33.70408163265307,28.077551020408173,23.542857142857144
33.43673469387755,27.45510204081632,23.33061224489796
33.165306122448975,27.116326530612245,22.548979591836723
33.64081632653061,27.224489795918362,22.693877551020414
31.12244897959184,26.475510204081633,22.685714285714283
27.0530612244898,24.934693877551016,23.120408163265303
28.02857142857142,25.569387755102046,23.81632653061225
28.72653061224491,26.022448979591836,24.181632653061225
29.473469387755106,25.963265306122445,23.702040816326534
30.451020408163266,26.024489795918367,22.855102040816323
31.802040816326528,26.308163265306124,22.310204081632648
31.575510204081628,26.65714285714286,22.885714285714286
29.426530612244903,25.736734693877537,23.1530612244898
26.720408163265315,23.828571428571426,21.522448979591843
26.622448979591837,23.12448979591836,20.748979591836736
25.70612244897958,22.246938775510205,20.05102040816327
26.03877551020409,22.281632653061223,18.98979591836735
25.387755102040817,22.636734693877553,20.346938775510203
28.083673469387758,24.68163265306122,21.8265306122449
25.38367346938776,23.263265306122445,21.181632653061225
26.365306122448978,23.095918367346936,20.51020408163265
28.865306122448978,23.73673469387756,19.373469387755097
29.620408163265314,22.904081632653064,17.46530612244898
29.771428571428565,22.924489795918365,17.487755102040822
28.59591836734693,24.22448979591836,20.310204081632655
24.6408163265306,22.063265306122453,20.455102040816325
27.230612244897962,23.071428571428573,19.791836734693877
28.995918367346942,24.438775510204078,20.675510204081633
28.006122448979593,23.069387755102042,19.2
25.0,21.234693877551017,18.597959183673467
23.502040816326534,20.26122448979592,17.94489795918367
23.979591836734702,20.122448979591837,17.287755102040816
26.351020408163276,21.697959183673472,18.048979591836734
26.269387755102045,21.72244897959184,18.506122448979596
27.546938775510206,21.94081632653062,17.577551020408166
27.608163265306118,21.78571428571428,16.755102040816325
28.057142857142864,22.44081632653061,18.185714285714287
23.089795918367347,21.155102040816335,19.440816326530612
28.144897959183673,23.395918367346937,20.2795918367347
26.08163265306123,22.644897959183677,19.236734693877548
27.179591836734698,22.15510204081633,17.869387755102036
29.47755102040817,23.781632653061227,18.765306122448976
25.534693877551017,21.977551020408164,19.2265306122449
25.52244897959184,22.714285714285708,19.916326530612245
25.851020408163258,22.22244897959184,19.138775510204077
26.36122448979592,22.863265306122447,20.563265306122453
26.083673469387755,23.70408163265306,21.73469387755102
28.099999999999994,25.036734693877545,22.489795918367346
30.64693877551021,26.95714285714285,23.744897959183668
32.06530612244897,27.91836734693877,24.310204081632655
31.3,27.51632653061224,24.359183673469385
31.47551020408164,27.326530612244902,23.975510204081626
30.40408163265306,26.620408163265314,24.334693877551018
31.15510204081633,27.359183673469396,24.18571428571428
32.340816326530614,28.148979591836735,24.86122448979592
32.024489795918356,27.785714285714292,24.804081632653055
33.840816326530614,28.92244897959184,24.395918367346926
34.4265306122449,29.383673469387755,25.216326530612246
35.177551020408174,28.94285714285715,24.29183673469388
35.17755102040815,28.495918367346942,23.628571428571423
34.16122448979592,27.959183673469383,22.9265306122449
33.54693877551021,28.063265306122442,23.540816326530614
32.14693877551019,26.534693877551017,23.022448979591836
28.857142857142847,25.048979591836734,22.63061224489795
30.29183673469388,25.56122448979593,22.826530612244895
31.089795918367347,26.14693877551021,22.79387755102041
31.702040816326523,25.810204081632648,22.259183673469387
31.814285714285706,26.277551020408165,21.602040816326532
30.967346938775506,26.58163265306122,23.187755102040814
31.379591836734694,26.19183673469388,21.693877551020407
31.163265306122447,26.000000000000004,21.11632653061224
31.91224489795919,27.020408163265312,23.151020408163266
30.765306122448983,26.03469387755102,21.88571428571428
29.783673469387754,24.53877551020409,19.738775510204075
27.240816326530616,22.777551020408165,18.485714285714284
25.78571428571428,22.038775510204083,19.31020408163265
26.218367346938777,22.40408163265306,19.097959183673467
23.38775510204082,21.132653061224485,19.36734693877551
24.044897959183675,21.459183673469386,19.06326530612245
27.577551020408173,23.33469387755102,20.175510204081636
27.344897959183676,23.95510204081633,21.061224489795915
27.716326530612243,25.2469387755102,23.195918367346945
29.097959183673463,25.659183673469386,23.473469387755102
30.19795918367348,25.587755102040816,21.953061224489787
30.234693877551017,25.481632653061222,22.271428571428565
30.028571428571436,25.36122448979593,21.857142857142858
29.65510204081633,24.063265306122446,18.540816326530614
31.00408163265306,26.312244897959182,22.66122448979591
30.073469387755097,26.430612244897954,23.60816326530612
26.66938775510204,23.430612244897958,21.036734693877545
25.485714285714284,22.2265306122449,19.842857142857138
27.138775510204084,23.310204081632648,20.451020408163274
25.797959183673473,23.483673469387757,21.610204081632656
27.520408163265312,24.718367346938777,22.52244897959184
29.04489795918368,25.240816326530613,22.567346938775508
26.171428571428574,23.5734693877551,21.532653061224494
25.165306122448982,22.581632653061224,20.708163265306126
23.128571428571433,21.46938775510204,20.18367346938775
29.799999999999997,24.895918367346937,21.0530612244898
31.185714285714283,25.667346938775513,21.13877551020408
31.487755102040822,25.76938775510204,21.553061224489795
30.079591836734682,25.20816326530612,20.804081632653062
29.70000000000001,23.855102040816334,18.667346938775513
30.251020408163257,24.279591836734696,19.481632653061222
29.702040816326534,24.438775510204085,20.095918367346943
30.142857142857146,24.64897959183674,20.087755102040813
29.908163265306104,24.804081632653066,20.3469387755102
25.99183673469388,23.365306122448978,21.17755102040816
28.626530612244895,24.571428571428573,21.702040816326534
28.67755102040816,24.818367346938782,22.277551020408165
30.667346938775513,25.300000000000004,21.981632653061226
31.15510204081633,25.979591836734688,21.271428571428565
32.75510204081633,27.526530612244894,22.81632653061225
32.59183673469388,27.465306122448983,23.959183673469393
30.693877551020417,26.30816326530612,23.377551020408163
32.077551020408166,27.70612244897959,23.60816326530612
31.946938775510226,27.169387755102044,22.924489795918365
31.661224489795924,26.820408163265302,23.102040816326525
30.716326530612253,26.361224489795923,24.008163265306123
31.704081632653065,26.96122448979591,23.920408163265307
32.37142857142857,27.444897959183674,23.540816326530614
32.60204081632653,27.610204081632656,23.863265306122443
32.61836734693877,27.581632653061217,23.483673469387757
32.191836734693865,27.116326530612255,23.008163265306123
32.800000000000004,27.687755102040825,23.626530612244903
34.57959183673469,28.742857142857144,24.085714285714282
35.06530612244898,28.763265306122456,23.74285714285714
34.45918367346939,28.57142857142858,23.68979591836734
34.56530612244898,28.283673469387754,22.997959183673473
33.05510204081633,27.869387755102043,23.897959183673464
30.777551020408165,26.22244897959184,23.489795918367346
29.157142857142862,24.961224489795917,22.222448979591835
29.255102040816325,24.53061224489795,20.9469387755102
31.889795918367355,26.026530612244905,21.430612244897958
32.830612244897964,27.54285714285715,22.765306122448976
32.44489795918368,27.92244897959184,23.644897959183673
29.985714285714295,27.055102040816323,24.459183673469383
28.004081632653065,25.455102040816335,23.569387755102035
30.493877551020415,25.80204081632652,21.736734693877548
29.720408163265304,24.489795918367353,20.01020408163265
26.6,24.155102040816324,22.240816326530613
30.73061224489796,25.540816326530603,22.055102040816312
26.277551020408172,23.791836734693884,22.155102040816324
27.957142857142863,24.62244897959184,22.0938775510204
29.908163265306126,25.991836734693877,23.5673469387755
29.961224489795917,25.622448979591837,22.551020408163275
31.04489795918367,25.7265306122449,21.88979591836734
27.63061224489795,24.46734693877552,22.40408163265307
27.326530612244902,22.561224489795922,18.824489795918364
29.736734693877555,23.806122448979593,19.236734693877548
23.359183673469385,21.440816326530616,19.683673469387756
25.591836734693885,22.189795918367345,19.68367346938776
27.2265306122449,23.328571428571426,20.81836734693877
25.644897959183677,22.87346938775509,20.8530612244898
24.795918367346943,22.6469387755102,20.98367346938776
28.334693877551025,24.70408163265307,21.932653061224496
29.377551020408166,25.771428571428576,22.991836734693877
27.575510204081635,24.953061224489804,23.263265306122456
29.489795918367346,25.483673469387746,22.879591836734697
26.41020408163266,24.120408163265314,22.36938775510204
27.46326530612245,24.063265306122446,22.061224489795922
28.944897959183667,24.271428571428576,20.41836734693877
30.659183673469393,24.620408163265306,19.567346938775508
28.951020408163263,24.46122448979592,20.51836734693878
26.842857142857145,24.2938775510204,22.348979591836727
30.05510204081632,25.004081632653065,21.0
30.210204081632646,24.885714285714283,20.467346938775506
31.436734693877554,26.01428571428571,21.675510204081633
31.710204081632654,26.385714285714293,22.16938775510204
32.26122448979593,26.93877551020407,22.68571428571428
31.271428571428572,26.657142857142855,22.76326530612244
32.22448979591837,26.92244897959184,22.781632653061227
32.448979591836746,27.244897959183668,22.99183673469388
32.04081632653061,26.979591836734695,23.275510204081627
32.59183673469388,27.31020408163266,22.722448979591842
34.01020408163264,28.10408163265305,23.089795918367344
34.41428571428571,28.304081632653055,23.45714285714285
34.21836734693877,28.151020408163262,23.587755102040816
33.33265306122449,27.846938775510218,23.548979591836734
32.844897959183676,27.640816326530608,23.771428571428576
28.608163265306132,26.140816326530622,23.948979591836736
30.359183673469385,26.58979591836734,23.965306122448983
31.624489795918365,26.88979591836735,23.185714285714287
31.053061224489788,26.532653061224494,22.708163265306123
32.75306122448979,26.95510204081633,22.489795918367353
33.43469387755101,27.45714285714286,22.708163265306116
33.830612244897964,27.89591836734693,23.202040816326534
30.29999999999999,26.444897959183667,23.89591836734695
25.679591836734694,23.775510204081627,21.783673469387757
30.01836734693878,24.69591836734694,20.528571428571425
29.84693877551021,25.397959183673464,21.465306122448983
30.708163265306137,26.918367346938783,23.881632653061224
29.171428571428574,26.181632653061236,23.993877551020407
27.95714285714285,24.906122448979595,22.93265306122448
28.10816326530612,24.095918367346936,21.675510204081636
26.746938775510202,23.79183673469388,21.402040816326537
31.124489795918375,26.34285714285714,22.859183673469392
32.31836734693878,27.138775510204077,22.767346938775507
32.524489795918356,27.330612244897964,23.093877551020412
32.68367346938775,27.167346938775516,23.024489795918363
32.74897959183674,27.38163265306122,23.040816326530614
32.738775510204086,27.28163265306122,22.806122448979583
32.88979591836735,27.302040816326528,22.82857142857142
32.336734693877546,26.569387755102046,22.106122448979594
31.900000000000002,26.536734693877545,22.53061224489796
30.48163265306122,25.828571428571436,21.90408163265306
31.277551020408172,26.148979591836735,22.43877551020408
30.195918367346938,25.459183673469383,21.987755102040815
30.91224489795919,26.140816326530615,22.093877551020412
28.31836734693878,24.734693877551024,22.404081632653064
23.132653061224488,19.738775510204086,17.057142857142857
22.373469387755105,19.00408163265306,16.424489795918365
22.285714285714292,18.48367346938776,14.92857142857143
21.624489795918365,18.4,14.912244897959187
20.883673469387755,18.434693877551023,16.481632653061222
25.757142857142856,20.653061224489793,16.702040816326527
26.675510204081636,21.428571428571427,17.144897959183673
26.74285714285715,21.92244897959185,17.81224489795918
24.40408163265306,20.91836734693878,18.473469387755106
26.2795918367347,22.340816326530614,19.224489795918362
23.71836734693878,21.310204081632655,19.865306122448978
26.228571428571428,21.863265306122443,19.27551020408164
28.08367346938776,23.16530612244898,19.569387755102042
25.004081632653055,22.200000000000003,20.167346938775513
26.042857142857137,22.748979591836726,20.263265306122452
25.199999999999996,22.763265306122456,20.818367346938775
28.251020408163264,24.097959183673463,20.80408163265306
28.70612244897958,23.993877551020404,19.604081632653063
27.779591836734703,24.497959183673466,21.824489795918367
28.6795918367347,24.75102040816326,22.324489795918364
25.63469387755103,23.3734693877551,22.061224489795922
26.489795918367356,23.187755102040818,20.757142857142856
25.846938775510203,22.27346938775511,19.732653061224493
26.895918367346937,23.43265306122448,20.608163265306125
27.432653061224485,24.418367346938776,21.553061224489788
30.89183673469388,26.393877551020406,22.848979591836738
31.46122448979592,26.732653061224486,22.765306122448976
32.31428571428571,27.04285714285714,22.693877551020414
31.626530612244903,26.7265306122449,22.604081632653063
32.548979591836726,27.37551020408162,22.773469387755096
32.37346938775511,27.4265306122449,23.338775510204083
32.78163265306123,27.510204081632647,23.548979591836737
33.35714285714286,27.516326530612243,23.151020408163262
32.23469387755101,25.89183673469389,21.37551020408163
29.975510204081637,24.287755102040823,20.083673469387755
29.86938775510204,24.261224489795914,19.489795918367346
29.414285714285718,24.475510204081637,20.495918367346935
29.848979591836724,24.73061224489796,20.72244897959184
30.336734693877553,24.630612244897957,20.442857142857143
30.53673469387755,25.17755102040817,20.944897959183667
31.004081632653065,25.651020408163266,22.204081632653065
27.444897959183677,23.40408163265307,20.12857142857143
29.38979591836735,24.34489795918367,19.616326530612245
28.010204081632647,25.571428571428573,23.010204081632654
30.128571428571423,25.246938775510213,21.859183673469385
31.385714285714286,25.797959183673463,21.738775510204082
30.028571428571425,25.546938775510206,22.39183673469388
28.746938775510202,25.010204081632647,22.432653061224496
30.05102040816327,25.46122448979592,22.459183673469386
31.602040816326525,26.406122448979588,22.36530612244898
29.926530612244896,25.267346938775514,21.9734693877551
28.267346938775507,23.612244897959183,20.393877551020406
27.955102040816335,22.63877551020409,18.53061224489796
28.767346938775514,22.744897959183668,17.942857142857147
29.78775510204081,23.493877551020407,18.42244897959184
30.214285714285708,24.844897959183662,20.218367346938773
29.012244897959178,25.012244897959178,22.179591836734698
27.651020408163266,25.040816326530617,22.88163265306122
25.70408163265305,23.228571428571424,20.904081632653064
26.189795918367352,22.518367346938774,19.81632653061225
28.624489795918375,23.06122448979592,18.204081632653057
29.622448979591827,23.077551020408162,17.785714285714292
27.879591836734686,23.132653061224485,18.763265306122445
27.036734693877555,22.546938775510206,18.59795918367347
29.510204081632647,24.122448979591837,19.916326530612242
26.714285714285705,22.826530612244902,19.775510204081634
28.775510204081638,23.683673469387756,19.140816326530615
28.10408163265306,24.040816326530614,20.916326530612245
29.66326530612244,24.659183673469393,20.518367346938774
28.802040816326528,24.018367346938778,19.789795918367343
30.46326530612244,24.687755102040818,19.497959183673473
27.03061224489796,23.693877551020407,20.326530612244902
26.77755102040816,24.495918367346942,22.43469387755102
26.044897959183675,23.165306122448982,20.565306122448977
24.324489795918364,21.636734693877546,19.916326530612242
27.332653061224494,22.863265306122454,19.900000000000002
23.81428571428572,22.244897959183675,20.657142857142862
26.532653061224494,23.114285714285717,20.030612244897952
27.783673469387754,23.420408163265304,20.02244897959184
28.33061224489796,23.64285714285714,19.920408163265307
29.651020408163266,24.56122448979592,20.808163265306124
30.834693877551008,25.4,21.36122448979592
26.824489795918367,24.510204081632647,22.82448979591836
26.8530612244898,24.024489795918367,21.606122448979587
26.03469387755103,22.830612244897956,20.07551020408163
24.785714285714292,22.163265306122447,20.242857142857137
26.097959183673463,22.761224489795918,20.220408163265304
25.985714285714284,23.755102040816325,21.820408163265306
29.471428571428575,25.334693877551018,22.430612244897958
30.89591836734694,26.361224489795923,23.0469387755102
28.912244897959177,25.446938775510205,22.49183673469387
28.751020408163264,25.402040816326526,22.687755102040818
28.771428571428565,24.767346938775514,21.932653061224492
29.5,24.910204081632656,21.81836734693878
26.865306122448985,24.212244897959184,22.4734693877551
28.465306122448983,24.893877551020417,22.897959183673464
27.306122448979586,24.89591836734694,23.283673469387754
30.018367346938778,25.42653061224491,22.283673469387764
29.704081632653065,24.88571428571428,21.326530612244902
25.40408163265306,22.718367346938784,20.81632653061224
27.242857142857137,23.18163265306122,20.19183673469388
28.571428571428566,23.74897959183673,20.457142857142863
28.87551020408163,23.76122448979592,20.004081632653058
25.832653061224494,22.818367346938782,20.33673469387755
28.879591836734697,23.642857142857146,19.89387755102041
29.885714285714286,24.19795918367346,20.27551020408164
30.16326530612244,24.983673469387757,21.002040816326527
29.13265306122448,25.567346938775515,22.967346938775506
27.4469387755102,24.738775510204082,22.724489795918366
28.167346938775513,24.24897959183673,21.565306122448977
29.342857142857145,24.273469387755103,20.695918367346938
29.332653061224484,24.951020408163266,21.542857142857144
28.34285714285714,24.826530612244902,22.05918367346938
29.375510204081642,25.216326530612253,22.428571428571423
29.73469387755103,24.730612244897962,21.504081632653058
28.387755102040817,24.138775510204084,20.869387755102036
27.2734693877551,23.773469387755103,21.41632653061224
28.365306122448978,24.642857142857142,22.03877551020409
30.038775510204083,24.697959183673476,20.987755102040815
29.03877551020407,25.328571428571433,21.708163265306123
29.046938775510203,25.879591836734694,22.924489795918372
28.859183673469392,25.157142857142855,22.3408163265306
27.518367346938774,23.520408163265312,19.64081632653061
26.812244897959186,21.959183673469383,18.624489795918365
30.316326530612255,24.179591836734698,18.89183673469388
27.836734693877556,24.31020408163266,21.077551020408166
29.381632653061235,24.606122448979594,21.083673469387755
27.210204081632657,22.83469387755102,19.295918367346935
27.514285714285716,23.171428571428578,20.046938775510196
30.018367346938778,24.83877551020408,20.893877551020406
31.851020408163265,26.097959183673474,21.289795918367354
30.702040816326537,26.128571428571433,21.895918367346937
29.993877551020415,26.124489795918365,23.0265306122449
29.330612244897964,25.857142857142858,23.330612244897956
29.46326530612245,25.65510204081633,22.636734693877553
29.987755102040815,26.01020408163266,23.159183673469386
28.589795918367354,25.72653061224489,23.936734693877554
27.106122448979587,24.5591836734694,23.0
28.624489795918365,24.975510204081633,22.718367346938773
27.363265306122454,24.175510204081633,22.34693877551021
26.206122448979595,23.459183673469393,21.671428571428574
27.330612244897964,24.048979591836734,21.583673469387755
27.99999999999999,24.965306122448983,22.45714285714286
28.47142857142856,25.585714285714285,23.320408163265313
27.842857142857145,24.51428571428572,22.261224489795925
24.755102040816325,22.857142857142854,21.610204081632656
25.818367346938775,23.134693877551015,21.330612244897956
26.40408163265306,23.338775510204083,20.98775510204082
24.6469387755102,21.693877551020414,18.89183673469388
