SO2 CO O3 NO2 PM10 PM2.5 T2 precip ws wd humid cl 
0.010000 0.600000 0.018000 0.023000 30.000000 7.000000 1.200000 -999.000000 1.600000 360.000000 35.000000 0.000000 
0.010000 0.700000 0.013000 0.029000 30.000000 12.000000 0.500000 -999.000000 1.300000 360.000000 33.000000 -999.000000 
0.010000 0.500000 0.016000 0.025000 29.000000 12.000000 0.100000 -999.000000 1.500000 20.000000 34.000000 -999.000000 
0.012000 0.500000 0.016000 0.025000 37.000000 11.000000 0.000000 -999.000000 2.100000 320.000000 37.000000 0.000000 
0.007000 0.600000 0.019000 0.021000 32.000000 13.000000 -0.100000 -999.000000 2.300000 340.000000 42.000000 0.000000 
0.006000 0.600000 0.016000 0.028000 33.000000 11.000000 -0.100000 -999.000000 2.800000 50.000000 43.000000 0.000000 
0.007000 0.700000 0.009000 0.036000 39.000000 15.000000 -0.500000 -999.000000 2.100000 20.000000 45.000000 0.000000 
0.015000 0.800000 0.003000 0.042000 39.000000 16.000000 -0.800000 -999.000000 2.500000 340.000000 45.000000 0.000000 
0.018000 1.000000 0.005000 0.044000 44.000000 16.000000 -0.500000 -999.000000 1.200000 360.000000 43.000000 0.000000 
0.011000 0.700000 0.013000 0.032000 46.000000 18.000000 1.700000 -999.000000 2.100000 20.000000 39.000000 0.000000 
0.008000 0.500000 0.023000 0.017000 52.000000 18.000000 2.700000 -999.000000 3.000000 340.000000 35.000000 0.000000 
0.009000 0.400000 0.023000 0.016000 40.000000 13.000000 4.500000 -999.000000 2.900000 50.000000 29.000000 0.000000 
0.007000 0.400000 0.026000 0.014000 33.000000 14.000000 5.500000 -999.000000 2.900000 340.000000 24.000000 0.000000 
0.007000 0.400000 0.028000 0.014000 35.000000 9.000000 5.600000 -999.000000 7.600000 360.000000 19.000000 0.000000 
0.013000 0.400000 0.019000 0.023000 41.000000 12.000000 6.600000 -999.000000 4.000000 320.000000 20.000000 0.000000 
0.010000 0.400000 0.019000 0.025000 41.000000 15.000000 7.100000 -999.000000 2.400000 360.000000 19.000000 0.000000 
0.010000 0.400000 0.018000 0.025000 40.000000 10.000000 6.300000 -999.000000 3.500000 200.000000 20.000000 0.000000 
0.011000 0.500000 0.012000 0.034000 46.000000 12.000000 5.100000 -999.000000 2.400000 90.000000 23.000000 0.000000 
0.011000 0.500000 0.008000 0.040000 41.000000 13.000000 3.800000 -999.000000 2.000000 360.000000 26.000000 0.000000 
0.016000 0.500000 0.005000 0.044000 46.000000 16.000000 2.800000 -999.000000 2.400000 360.000000 29.000000 -999.000000 
0.013000 0.500000 0.008000 0.039000 56.000000 19.000000 2.800000 -999.000000 3.300000 20.000000 29.000000 -999.000000 
0.012000 0.800000 0.003000 0.051000 60.000000 12.000000 2.200000 -999.000000 2.200000 340.000000 31.000000 0.000000 
0.010000 1.000000 0.002000 0.054000 55.000000 16.000000 1.600000 -999.000000 2.700000 360.000000 34.000000 -999.000000 
0.013000 1.700000 0.002000 0.059000 50.000000 19.000000 1.400000 -999.000000 4.300000 360.000000 34.000000 -999.000000 
0.013000 2.000000 0.003000 0.061000 58.000000 28.000000 1.600000 -999.000000 2.300000 340.000000 35.000000 0.000000 
0.014000 2.200000 0.002000 0.062000 70.000000 34.000000 1.200000 -999.000000 3.300000 360.000000 37.000000 -999.000000 
0.013000 1.900000 0.002000 0.061000 69.000000 37.000000 0.900000 -999.000000 2.300000 360.000000 39.000000 -999.000000 
0.013000 2.100000 0.002000 0.064000 71.000000 40.000000 0.700000 -999.000000 1.500000 360.000000 38.000000 0.000000 
0.016000 2.000000 0.002000 0.058000 77.000000 44.000000 0.300000 -999.000000 2.700000 360.000000 41.000000 0.000000 
0.017000 1.700000 0.003000 0.053000 77.000000 44.000000 0.400000 -999.000000 2.900000 290.000000 41.000000 0.000000 
0.018000 1.100000 0.002000 0.050000 80.000000 40.000000 0.100000 -999.000000 1.700000 360.000000 42.000000 0.000000 
0.017000 0.800000 0.003000 0.044000 67.000000 34.000000 -0.200000 -999.000000 3.200000 340.000000 43.000000 0.000000 
0.010000 0.800000 0.003000 0.045000 63.000000 30.000000 0.100000 -999.000000 2.900000 340.000000 41.000000 0.000000 
0.014000 0.800000 0.006000 0.039000 69.000000 27.000000 1.800000 -999.000000 1.400000 340.000000 38.000000 0.000000 
0.010000 0.700000 0.009000 0.035000 65.000000 31.000000 4.200000 -999.000000 1.600000 200.000000 34.000000 0.000000 
0.008000 0.600000 0.016000 0.028000 74.000000 27.000000 6.300000 -999.000000 1.100000 50.000000 31.000000 0.000000 
0.006000 0.400000 0.024000 0.015000 64.000000 27.000000 7.200000 -999.000000 2.000000 340.000000 28.000000 0.000000 
0.006000 0.400000 0.024000 0.016000 37.000000 7.000000 8.200000 -999.000000 2.000000 360.000000 27.000000 0.000000 
0.007000 0.400000 0.025000 0.015000 28.000000 12.000000 9.200000 -999.000000 2.400000 270.000000 28.000000 0.000000 
0.006000 0.400000 0.027000 0.013000 32.000000 10.000000 9.000000 -999.000000 2.500000 340.000000 32.000000 0.000000 
0.006000 0.400000 0.024000 0.018000 27.000000 7.000000 8.000000 -999.000000 3.900000 250.000000 34.000000 0.000000 
0.009000 0.400000 0.017000 0.028000 29.000000 10.000000 6.800000 -999.000000 3.800000 270.000000 38.000000 3.000000 
0.009000 0.500000 0.019000 0.027000 31.000000 7.000000 5.800000 -999.000000 2.600000 270.000000 37.000000 4.000000 
0.009000 0.500000 0.022000 0.022000 28.000000 6.000000 5.600000 -999.000000 1.900000 290.000000 40.000000 -999.000000 
0.008000 0.500000 0.019000 0.024000 18.000000 6.000000 5.400000 -999.000000 3.800000 270.000000 45.000000 -999.000000 
0.007000 0.400000 0.021000 0.019000 22.000000 5.000000 5.100000 -999.000000 2.400000 290.000000 49.000000 8.000000 
0.008000 0.500000 0.022000 0.017000 27.000000 7.000000 4.500000 -999.000000 0.900000 360.000000 52.000000 -999.000000 
0.009000 0.500000 0.021000 0.017000 30.000000 12.000000 3.800000 -999.000000 0.800000 20.000000 56.000000 -999.000000 
0.008000 0.500000 0.020000 0.018000 30.000000 11.000000 3.200000 -999.000000 1.500000 20.000000 53.000000 3.000000 
0.007000 0.500000 0.019000 0.019000 30.000000 10.000000 2.400000 -999.000000 1.500000 340.000000 47.000000 -999.000000 
0.009000 0.500000 0.018000 0.019000 34.000000 13.000000 2.200000 -999.000000 2.600000 270.000000 42.000000 -999.000000 
0.007000 0.500000 0.019000 0.017000 33.000000 10.000000 2.300000 -999.000000 2.000000 250.000000 31.000000 8.000000 
0.008000 0.500000 0.019000 0.017000 36.000000 10.000000 1.800000 -999.000000 2.000000 340.000000 23.000000 8.000000 
0.008000 0.500000 0.018000 0.018000 30.000000 7.000000 1.100000 -999.000000 1.500000 320.000000 23.000000 7.000000 
0.008000 0.600000 0.013000 0.025000 34.000000 7.000000 0.700000 -999.000000 1.300000 340.000000 23.000000 8.000000 
0.009000 0.600000 0.014000 0.024000 35.000000 11.000000 0.500000 -999.000000 1.100000 20.000000 23.000000 7.000000 
0.008000 0.500000 0.017000 0.021000 31.000000 15.000000 0.200000 -999.000000 4.900000 360.000000 24.000000 0.000000 
0.008000 0.500000 0.016000 0.022000 27.000000 8.000000 2.400000 -999.000000 3.100000 70.000000 24.000000 0.000000 
0.008000 0.400000 0.020000 0.016000 41.000000 13.000000 3.300000 -999.000000 3.300000 20.000000 23.000000 0.000000 
0.008000 0.400000 0.024000 0.014000 40.000000 12.000000 5.000000 -999.000000 3.600000 20.000000 21.000000 0.000000 
0.007000 0.400000 0.028000 0.012000 37.000000 13.000000 5.400000 -999.000000 2.500000 360.000000 22.000000 0.000000 
0.007000 0.400000 0.030000 0.009000 26.000000 10.000000 6.100000 -999.000000 4.400000 270.000000 21.000000 4.000000 
0.008000 0.400000 0.030000 0.011000 26.000000 9.000000 6.500000 -999.000000 4.900000 290.000000 19.000000 5.000000 
0.007000 0.400000 0.031000 0.012000 24.000000 10.000000 6.200000 -999.000000 5.400000 290.000000 20.000000 4.000000 
0.007000 0.400000 0.028000 0.016000 28.000000 9.000000 5.500000 -999.000000 2.900000 320.000000 19.000000 3.000000 
0.008000 0.500000 0.020000 0.030000 23.000000 7.000000 4.500000 -999.000000 2.300000 360.000000 18.000000 3.000000 
0.008000 0.500000 0.018000 0.032000 32.000000 13.000000 2.900000 -999.000000 2.200000 320.000000 20.000000 0.000000 
0.006000 0.500000 0.022000 0.024000 27.000000 11.000000 2.000000 -999.000000 2.300000 340.000000 22.000000 -999.000000 
0.007000 0.500000 0.026000 0.017000 25.000000 8.000000 1.400000 -999.000000 2.100000 320.000000 23.000000 -999.000000 
0.008000 0.500000 0.022000 0.019000 23.000000 7.000000 1.200000 -999.000000 7.100000 290.000000 27.000000 2.000000 
0.007000 0.500000 0.022000 0.018000 43.000000 14.000000 0.700000 -999.000000 3.600000 20.000000 27.000000 -999.000000 
0.007000 0.500000 0.025000 0.015000 36.000000 12.000000 0.200000 -999.000000 1.600000 20.000000 28.000000 -999.000000 
0.007000 0.500000 0.024000 0.016000 37.000000 9.000000 -0.100000 -999.000000 3.100000 340.000000 29.000000 7.000000 
0.007000 0.400000 0.023000 0.016000 40.000000 15.000000 0.000000 -999.000000 3.200000 50.000000 30.000000 -999.000000 
0.007000 0.400000 0.023000 0.017000 34.000000 12.000000 -0.500000 -999.000000 2.900000 140.000000 32.000000 -999.000000 
0.011000 0.400000 0.023000 0.016000 37.000000 8.000000 -0.900000 -999.000000 5.500000 320.000000 32.000000 3.000000 
0.011000 0.400000 0.026000 0.013000 29.000000 8.000000 -0.700000 -999.000000 7.800000 340.000000 29.000000 4.000000 
0.009000 0.500000 0.021000 0.019000 18.000000 5.000000 -1.000000 -999.000000 5.400000 340.000000 30.000000 3.000000 
0.008000 0.400000 0.016000 0.026000 27.000000 5.000000 -1.300000 -999.000000 2.500000 20.000000 31.000000 7.000000 
0.008000 0.500000 0.011000 0.032000 32.000000 7.000000 -1.600000 -999.000000 3.100000 340.000000 33.000000 3.000000 
0.016000 0.500000 0.010000 0.032000 32.000000 9.000000 -1.500000 -999.000000 2.700000 340.000000 32.000000 6.000000 
0.014000 0.600000 0.008000 0.037000 43.000000 16.000000 -0.800000 -999.000000 1.600000 340.000000 32.000000 6.000000 
0.009000 0.600000 0.012000 0.034000 71.000000 27.000000 0.600000 -999.000000 2.100000 340.000000 32.000000 6.000000 
0.012000 0.700000 0.011000 0.036000 76.000000 25.000000 4.000000 -999.000000 0.800000 50.000000 27.000000 8.000000 
0.015000 0.600000 0.015000 0.034000 76.000000 26.000000 5.200000 -999.000000 1.400000 140.000000 26.000000 6.000000 
0.015000 0.500000 0.016000 0.032000 69.000000 27.000000 7.300000 -999.000000 1.400000 70.000000 24.000000 2.000000 
0.013000 0.600000 0.011000 0.037000 58.000000 21.000000 6.700000 -999.000000 1.700000 110.000000 27.000000 8.000000 
0.011000 0.600000 0.009000 0.042000 66.000000 27.000000 6.500000 -999.000000 1.400000 90.000000 40.000000 8.000000 
0.011000 0.600000 0.007000 0.044000 65.000000 20.000000 5.700000 -999.000000 1.700000 50.000000 43.000000 10.000000 
0.012000 0.700000 0.003000 0.050000 62.000000 25.000000 5.300000 -999.000000 2.000000 70.000000 43.000000 10.000000 
0.010000 0.700000 0.003000 0.049000 60.000000 27.000000 4.800000 -999.000000 1.500000 50.000000 46.000000 10.000000 
