SO2 CO O3 NO2 PM10 PM2.5 T2 precip ws wd humid cl 
-999.000000 -999.000000 0.033000 0.000100 104.000000 -999.000000 -2.200000 -999.000000 1.400000 320.000000 70.000000 0.000000 
-999.000000 0.600000 0.033000 0.000100 88.000000 -999.000000 -2.500000 -999.000000 1.500000 320.000000 67.000000 -999.000000 
-999.000000 -999.000000 0.033000 0.000100 80.000000 -999.000000 -2.900000 -999.000000 0.900000 290.000000 63.000000 -999.000000 
-999.000000 0.500000 0.033000 0.000100 92.000000 -999.000000 -3.000000 -999.000000 0.700000 270.000000 64.000000 0.000000 
-999.000000 -999.000000 0.032000 0.000100 73.000000 -999.000000 -3.400000 -999.000000 0.900000 250.000000 73.000000 0.000000 
-999.000000 0.400000 0.034000 0.000000 68.000000 -999.000000 -4.000000 -999.000000 1.000000 270.000000 78.000000 0.000000 
-999.000000 -999.000000 0.035000 0.000100 51.000000 -999.000000 -4.900000 -999.000000 0.200000 0.000000 77.000000 0.000000 
-999.000000 0.200000 0.034000 0.000100 -999.000000 -999.000000 -4.900000 -999.000000 0.800000 320.000000 82.000000 0.000000 
-999.000000 -999.000000 0.034000 0.000100 -999.000000 -999.000000 -5.200000 -999.000000 1.100000 320.000000 82.000000 0.000000 
-999.000000 0.200000 0.034000 0.000200 -999.000000 -999.000000 -4.200000 -999.000000 0.200000 0.000000 80.000000 0.000000 
-999.000000 -999.000000 0.035000 0.000300 -999.000000 -999.000000 -1.300000 -999.000000 0.600000 90.000000 69.000000 0.000000 
-999.000000 0.200000 0.035000 0.000300 -999.000000 -999.000000 1.900000 -999.000000 0.900000 200.000000 51.000000 0.000000 
-999.000000 -999.000000 0.035000 0.000400 -999.000000 -999.000000 3.200000 -999.000000 1.500000 340.000000 29.000000 0.000000 
-999.000000 0.200000 0.038000 0.000300 -999.000000 -999.000000 3.800000 -999.000000 2.200000 320.000000 31.000000 1.000000 
-999.000000 -999.000000 0.040000 0.000300 -999.000000 -999.000000 4.500000 -999.000000 2.200000 340.000000 34.000000 3.000000 
-999.000000 0.300000 0.042000 0.000300 -999.000000 -999.000000 4.800000 -999.000000 1.500000 320.000000 35.000000 4.000000 
-999.000000 -999.000000 0.043000 0.000200 -999.000000 -999.000000 4.200000 -999.000000 1.700000 340.000000 40.000000 5.000000 
-999.000000 0.300000 0.042000 0.000100 -999.000000 -999.000000 3.200000 -999.000000 1.100000 320.000000 47.000000 4.000000 
-999.000000 -999.000000 0.041000 0.000100 -999.000000 -999.000000 2.200000 -999.000000 1.400000 290.000000 50.000000 0.000000 
-999.000000 0.300000 0.041000 0.000100 -999.000000 -999.000000 1.000000 -999.000000 0.700000 270.000000 56.000000 -999.000000 
-999.000000 -999.000000 0.037000 0.000100 -999.000000 -999.000000 -0.200000 -999.000000 1.400000 320.000000 63.000000 -999.000000 
-999.000000 0.300000 0.035000 0.000100 -999.000000 -999.000000 -0.900000 -999.000000 1.400000 320.000000 68.000000 0.000000 
-999.000000 -999.000000 0.033000 0.000100 -999.000000 -999.000000 -1.600000 -999.000000 0.300000 0.000000 71.000000 -999.000000 
-999.000000 0.300000 0.030000 0.000100 -999.000000 -999.000000 -2.200000 -999.000000 0.300000 0.000000 72.000000 -999.000000 
-999.000000 -999.000000 0.032000 0.000200 -999.000000 -999.000000 -2.600000 -999.000000 0.300000 0.000000 77.000000 0.000000 
-999.000000 0.300000 0.032000 0.000200 -999.000000 -999.000000 -2.800000 -999.000000 0.400000 0.000000 79.000000 -999.000000 
-999.000000 -999.000000 0.032000 0.000100 -999.000000 -999.000000 -3.400000 -999.000000 0.100000 0.000000 81.000000 -999.000000 
-999.000000 0.300000 0.033000 0.000100 -999.000000 -999.000000 -3.700000 -999.000000 0.400000 0.000000 83.000000 0.000000 
-999.000000 -999.000000 0.035000 0.000100 -999.000000 -999.000000 -4.000000 -999.000000 0.500000 290.000000 85.000000 0.000000 
-999.000000 0.300000 0.033000 0.000100 -999.000000 -999.000000 -4.400000 -999.000000 0.300000 0.000000 86.000000 0.000000 
-999.000000 -999.000000 0.031000 0.000100 -999.000000 -999.000000 -4.300000 -999.000000 1.000000 320.000000 88.000000 0.000000 
