SO2 CO O3 NO2 PM10 PM2.5 T2 precip ws wd humid cl 
0.004000 0.300000 0.022000 0.014000 70.000000 22.000000 -3.200000 -999.000000 0.500000 110.000000 40.000000 0.000000 
0.004000 0.300000 0.024000 0.011000 62.000000 20.000000 -3.300000 -999.000000 0.700000 360.000000 41.000000 -999.000000 
0.004000 0.300000 0.024000 0.011000 53.000000 18.000000 -3.700000 -999.000000 0.900000 270.000000 42.000000 -999.000000 
0.004000 0.300000 0.024000 0.009000 49.000000 19.000000 -4.000000 -999.000000 1.000000 290.000000 44.000000 0.000000 
0.004000 0.300000 0.024000 0.008000 58.000000 23.000000 -4.200000 -999.000000 1.100000 290.000000 53.000000 0.000000 
0.004000 0.300000 0.023000 0.009000 57.000000 17.000000 -4.400000 -999.000000 0.800000 290.000000 54.000000 0.000000 
0.004000 0.300000 0.020000 0.012000 49.000000 19.000000 -4.500000 -999.000000 1.100000 320.000000 51.000000 0.000000 
0.004000 0.300000 0.020000 0.012000 48.000000 16.000000 -4.700000 -999.000000 1.100000 290.000000 56.000000 0.000000 
0.004000 0.300000 0.020000 0.013000 42.000000 15.000000 -5.000000 -999.000000 1.000000 290.000000 55.000000 0.000000 
0.004000 0.300000 0.019000 0.015000 47.000000 21.000000 -4.300000 -999.000000 0.700000 290.000000 39.000000 0.000000 
0.004000 0.300000 0.024000 0.009000 44.000000 21.000000 -1.600000 -999.000000 0.800000 270.000000 32.000000 0.000000 
0.003000 0.300000 0.025000 0.008000 40.000000 19.000000 0.100000 -999.000000 2.200000 320.000000 27.000000 1.000000 
0.003000 0.300000 0.025000 0.010000 38.000000 21.000000 1.500000 -999.000000 2.800000 290.000000 20.000000 1.000000 
0.003000 0.300000 0.026000 0.009000 34.000000 15.000000 2.400000 -999.000000 2.300000 290.000000 22.000000 0.000000 
0.004000 0.300000 0.026000 0.010000 33.000000 15.000000 3.700000 -999.000000 2.100000 230.000000 24.000000 6.000000 
0.004000 0.300000 0.026000 0.011000 44.000000 13.000000 3.000000 -999.000000 2.900000 320.000000 27.000000 7.000000 
0.004000 0.300000 0.022000 0.016000 39.000000 19.000000 3.000000 -999.000000 2.500000 230.000000 28.000000 6.000000 
0.004000 0.400000 0.021000 0.018000 40.000000 19.000000 1.800000 -999.000000 3.300000 270.000000 33.000000 0.000000 
0.004000 0.400000 0.015000 0.026000 42.000000 22.000000 0.800000 -999.000000 1.900000 270.000000 34.000000 0.000000 
0.004000 0.400000 0.015000 0.027000 49.000000 29.000000 -0.100000 -999.000000 1.300000 290.000000 39.000000 -999.000000 
0.004000 0.500000 0.009000 0.035000 51.000000 32.000000 -0.300000 -999.000000 1.200000 320.000000 40.000000 -999.000000 
0.004000 0.400000 0.011000 0.032000 50.000000 32.000000 -0.900000 -999.000000 1.200000 320.000000 44.000000 0.000000 
0.004000 0.400000 0.015000 0.026000 43.000000 23.000000 -1.300000 -999.000000 0.800000 320.000000 48.000000 -999.000000 
0.004000 0.400000 0.019000 0.019000 46.000000 27.000000 -1.600000 -999.000000 0.700000 320.000000 51.000000 -999.000000 
0.005000 0.400000 0.019000 0.018000 52.000000 25.000000 -1.800000 -999.000000 1.100000 290.000000 54.000000 0.000000 
0.004000 0.400000 0.021000 0.013000 49.000000 27.000000 -2.100000 -999.000000 0.800000 290.000000 56.000000 -999.000000 
0.004000 0.300000 0.023000 0.010000 54.000000 31.000000 -2.300000 -999.000000 0.900000 20.000000 62.000000 -999.000000 
0.004000 0.300000 0.024000 0.009000 45.000000 32.000000 -2.500000 -999.000000 0.400000 0.000000 62.000000 0.000000 
