stn,date,SO2,CO,O3,NO2,PM10,PM25
111121,2018070101,0.003,0.5,0.012,0.034,24,12
111121,2018070102,0.002,0.5,0.016,0.026,22,14
111121,2018070103,0.002,0.4,0.021,0.017,23,13
111121,2018070104,0.002,0.4,0.019,0.016,21,13
111121,2018070105,0.002,0.3,0.023,0.013,20,13
111121,2018070106,0.002,0.4,0.02,0.015,19,11
111121,2018070107,0.003,0.3,0.015,0.022,16,10
111121,2018070108,0.002,0.4,0.016,0.026,15,8
111121,2018070109,0.002,0.4,0.017,0.024,16,12
111121,2018070110,0.002,0.4,0.015,0.026,14,8
111121,2018070111,0.002,0.4,0.019,0.023,10,9
111121,2018070112,0.003,0.4,0.022,0.025,8,5
111121,2018070113,0.002,0.4,0.025,0.026,7,4
111121,2018070114,0.002,0.4,0.017,0.031,7,5
111121,2018070115,0.003,0.4,0.008,0.037,9,5
111121,2018070116,0.002,0.4,0.007,0.031,10,6
111121,2018070117,0.002,0.4,0.006,0.029,8,5
111121,2018070118,0.002,0.4,0.006,0.027,8,4
111121,2018070119,0.002,0.4,0.007,0.025,8,5
111121,2018070120,0.002,0.4,0.007,0.024,6,4
111121,2018070121,0.002,0.4,0.004,0.028,8,6
111121,2018070122,0.002,0.4,0.006,0.028,7,5
111121,2018070123,0.003,0.3,0.01,0.024,6,6
111121,2018070124,0.002,0.3,0.016,0.022,5,2
111121,2018070201,0.002,0.3,0.023,0.019,4,2
111121,2018070202,0.002,0.3,0.024,0.016,4,2
111121,2018070203,0.002,0.3,0.035,0.009,5,2
111121,2018070204,0.002,0.3,0.047,0.009,3,2
111121,2018070205,0.002,0.3,0.046,0.011,3,2
111121,2018070206,0.002,0.3,0.032,0.025,3,2
111121,2018070207,0.002,0.4,0.025,0.036,5,2
111121,2018070208,0.002,0.4,0.023,0.04,6,4
111121,2018070209,0.003,0.5,0.013,0.051,9,5
111121,2018070210,0.002,0.7,0.009,0.059,11,6
111121,2018070211,0.002,0.7,0.01,0.056,12,6
111121,2018070212,0.003,0.7,0.012,0.052,10,7
111121,2018070213,0.003,0.8,0.008,0.055,16,10
111121,2018070214,0.003,0.8,0.007,0.058,20,14
111121,2018070215,0.003,0.8,0.007,0.057,25,13
111121,2018070216,0.003,0.8,0.008,0.057,25,16
111121,2018070217,0.003,0.7,0.007,0.055,32,17
111121,2018070218,0.003,0.6,0.006,0.048,28,17
111121,2018070219,0.002,0.4,0.007,0.028,11,8
111121,2018070220,0.002,0.4,0.004,0.026,11,8
111121,2018070221,0.003,0.5,0.002,0.028,6,4
111121,2018070222,0.003,0.6,0.002,0.03,10,6
111121,2018070223,0.003,0.6,0.002,0.031,11,7
111121,2018070224,0.003,0.5,0.002,0.028,10,6
111121,2018070301,0.003,0.6,0.002,0.028,13,8
111121,2018070302,0.003,0.5,0.002,0.028,12,7
111121,2018070303,0.002,0.4,0.002,0.023,9,4
111121,2018070304,0.003,0.4,0.004,0.019,9,6
111121,2018070305,0.003,0.3,0.005,0.018,9,7
111121,2018070306,0.003,0.4,0.003,0.021,11,7
111121,2018070307,0.003,0.4,0.004,0.021,13,6
111121,2018070308,0.003,0.4,0.006,0.021,15,8
111121,2018070309,0.003,0.4,0.007,0.021,19,11
111121,2018070310,0.003,0.5,0.011,0.021,18,10
111121,2018070311,0.003,0.6,0.014,0.026,16,8
111121,2018070312,0.003,0.4,0.025,0.025,19,12
111121,2018070313,0.003,0.4,0.033,0.026,17,10
111121,2018070314,0.003,0.4,0.029,0.031,18,12
111121,2018070315,0.003,0.4,0.026,0.021,13,8
111121,2018070316,0.003,0.3,0.023,0.022,9,5
111121,2018070317,0.002,0.3,0.021,0.021,9,7
111121,2018070318,0.002,0.4,0.02,0.021,9,5
111121,2018070319,0.003,0.3,0.011,0.023,12,4
111121,2018070320,0.003,0.4,0.009,0.029,17,12
111121,2018070321,0.002,0.4,0.004,0.025,16,9
111121,2018070322,0.003,0.3,0.003,0.022,11,6
111121,2018070323,0.003,0.3,0.003,0.024,16,10
111121,2018070324,0.003,0.4,0.002,0.023,15,9
111121,2018070401,0.003,0.4,0.002,0.021,15,7
111121,2018070402,0.003,0.4,0.003,0.019,12,6
111121,2018070403,0.002,0.4,0.003,0.017,14,5
111121,2018070404,0.002,0.4,0.003,0.016,15,7
111121,2018070405,0.003,0.4,0.002,0.015,16,9
111121,2018070406,0.003,0.4,0.003,0.014,18,8
111121,2018070407,0.003,0.4,0.003,0.016,16,6
111121,2018070408,0.003,0.4,0.006,0.018,13,6
111121,2018070409,0.003,0.5,0.006,0.027,14,6
111121,2018070410,0.003,0.5,0.006,0.034,26,13
111121,2018070411,0.003,0.5,0.013,0.032,23,5
111121,2018070412,0.003,0.4,0.024,0.032,20,11
111121,2018070413,0.003,0.4,0.047,0.029,30,18
111121,2018070414,0.003,0.4,0.083,0.02,30,19
111121,2018070415,0.004,0.4,0.064,0.03,36,26
111121,2018070416,0.004,0.4,0.054,0.025,27,18
111121,2018070417,0.003,0.3,0.034,0.026,18,11
111121,2018070418,0.003,0.4,0.025,0.027,19,12
111121,2018070419,0.003,0.4,0.022,0.026,26,15
111121,2018070420,0.003,0.4,0.02,0.03,24,14
111121,2018070421,0.003,0.4,0.014,0.035,18,9
111121,2018070422,0.003,0.4,0.016,0.034,19,13
111121,2018070423,0.003,0.4,0.021,0.029,17,13
111121,2018070424,0.003,0.4,0.023,0.025,15,10
111121,2018070501,0.003,0.4,0.022,0.024,18,11
111121,2018070502,0.003,0.4,0.026,0.018,21,14
111121,2018070503,0.003,0.3,0.032,0.013,25,16
111121,2018070504,0.003,0.3,0.035,0.012,23,16
111121,2018070505,0.003,0.4,0.033,0.012,24,18
111121,2018070506,0.003,0.4,0.034,0.013,25,17
111121,2018070507,0.003,0.4,0.018,0.022,28,20
111121,2018070508,0.003,0.6,0.004,0.037,38,27
111121,2018070509,0.003,0.6,0.007,0.034,36,27
111121,2018070510,0.002,0.6,0.015,0.03,27,20
111121,2018070511,0.003,0.6,0.011,0.03,24,15
111121,2018070512,0.003,0.5,0.012,0.026,21,14
111121,2018070513,0.003,0.5,0.018,0.022,12,12
111121,2018070514,0.002,0.4,0.028,0.024,20,14
111121,2018070515,0.003,0.4,0.028,0.024,25,22
111121,2018070516,0.003,0.4,0.02,0.029,20,14
111121,2018070517,0.003,0.4,0.02,0.028,15,12
111121,2018070518,0.003,0.4,0.013,0.029,14,9
111121,2018070519,0.003,0.4,0.009,0.023,11,9
111121,2018070520,0.003,0.5,0.005,0.026,14,9
111121,2018070521,0.002,0.4,0.007,0.021,12,6
111121,2018070522,0.003,0.3,0.008,0.017,8,4
111121,2018070523,0.003,0.4,0.007,0.019,6,4
111121,2018070524,0.003,0.3,0.009,0.018,6,3
111121,2018070601,0.002,0.3,0.017,0.01,5,2
111121,2018070602,0.002,0.3,0.019,0.009,4,2
111121,2018070603,0.002,0.3,0.021,0.008,3,2
111121,2018070604,0.002,0.2,0.021,0.008,3,1
111121,2018070605,0.002,0.2,0.018,0.01,3,1
111121,2018070606,0.002,0.2,0.014,0.014,3,1
111121,2018070607,0.002,0.3,0.009,0.02,3,1
111121,2018070608,0.002,0.3,0.009,0.022,5,1
111121,2018070609,0.002,0.3,0.011,0.019,6,2
111121,2018070610,0.002,0.4,0.011,0.021,8,2
111121,2018070611,0.002,0.5,0.012,0.021,11,1
111121,2018070612,0.002,0.3,0.018,0.015,10,2
111121,2018070613,0.003,0.4,0.02,0.018,10,4
111121,2018070614,0.003,0.3,0.021,0.015,7,3
111121,2018070615,0.002,0.3,0.022,0.018,7,5
111121,2018070616,0.002,0.3,0.02,0.02,6,3
111121,2018070617,0.003,0.3,0.02,0.02,7,2
111121,2018070618,0.002,0.4,0.014,0.026,7,3
111121,2018070619,0.003,0.4,0.013,0.022,7,3
111121,2018070620,0.003,0.3,0.012,0.026,10,6
111121,2018070621,0.002,0.3,0.015,0.021,11,7
111121,2018070622,0.002,0.3,0.015,0.022,6,3
111121,2018070623,0.002,0.3,0.017,0.02,7,4
111121,2018070624,0.002,0.3,0.017,0.02,5,2
111121,2018070701,0.002,0.3,0.022,0.013,7,4
111121,2018070702,0.002,0.2,0.026,0.009,5,1
111121,2018070703,0.002,0.2,0.027,0.009,12,1
111121,2018070704,0.002,0.2,0.028,0.008,4,1
111121,2018070705,0.002,0.2,0.026,0.008,3,1
111121,2018070706,0.002,0.2,0.021,0.012,3,1
111121,2018070707,0.002,0.2,0.021,0.015,3,2
111121,2018070708,0.002,0.2,0.02,0.015,4,1
111121,2018070709,0.002,0.3,0.022,0.015,7,1
111121,2018070710,0.003,0.3,0.024,0.014,5,1
111121,2018070711,0.002,0.3,0.029,0.013,6,1
111121,2018070712,0.002,0.3,0.033,0.014,7,2
111121,2018070713,0.002,0.3,0.034,0.018,8,3
111121,2018070714,0.002,0.3,0.036,0.019,8,5
111121,2018070715,0.003,0.3,0.036,0.02,10,7
111121,2018070716,0.003,0.3,0.037,0.02,9,5
111121,2018070717,0.003,0.3,0.04,0.017,9,3
111121,2018070718,0.003,0.3,0.032,0.022,10,5
111121,2018070719,0.003,0.3,0.023,0.022,11,5
111121,2018070720,0.003,0.3,0.015,0.026,13,8
111121,2018070721,0.002,0.3,0.016,0.02,12,8
111121,2018070722,0.002,0.3,0.014,0.021,12,5
111121,2018070723,0.002,0.3,0.015,0.021,11,6
111121,2018070724,0.002,0.3,0.02,0.015,11,5
111121,2018070801,0.002,0.3,0.026,0.01,11,4
111121,2018070802,0.002,0.2,0.028,0.009,8,4
111121,2018070803,0.002,0.2,0.029,0.007,8,3
111121,2018070804,0.002,0.2,0.028,0.009,8,3
111121,2018070805,0.002,0.2,0.026,0.009,7,3
111121,2018070806,0.002,0.2,0.022,0.013,9,4
111121,2018070807,0.002,0.2,0.019,0.015,9,3
111121,2018070808,0.002,0.3,0.018,0.017,8,3
111121,2018070809,0.002,0.2,0.022,0.015,9,4
111121,2018070810,0.002,0.3,0.023,0.015,9,2
111121,2018070811,0.002,0.3,0.026,0.015,11,4
111121,2018070812,0.003,0.3,0.033,0.015,11,6
111121,2018070813,0.003,0.3,0.038,0.014,12,4
111121,2018070814,0.003,0.3,0.042,0.016,11,6
111121,2018070815,0.003,0.3,0.045,0.017,11,10
111121,2018070816,0.003,0.3,0.045,0.019,12,6
111121,2018070817,0.003,0.3,0.043,0.022,12,7
111121,2018070818,0.002,0.3,0.037,0.022,13,7
111121,2018070819,0.002,0.3,0.038,0.025,14,8
111121,2018070820,0.003,0.4,0.039,0.03,15,9
111121,2018070821,0.003,0.4,0.04,0.028,15,10
111121,2018070822,0.003,0.4,0.022,0.035,16,9
111121,2018070823,0.003,0.4,0.019,0.033,17,8
111121,2018070824,0.002,0.3,0.016,0.022,11,6
111121,2018070901,0.002,0.3,0.016,0.017,7,2
111121,2018070902,0.002,0.2,0.018,0.009,9,6
111121,2018070903,0.002,0.2,0.019,0.007,8,3
111121,2018070904,0.002,0.2,0.021,0.006,8,4
111121,2018070905,0.002,0.2,0.017,0.009,6,4
111121,2018070906,0.002,0.2,0.015,0.012,8,4
111121,2018070907,0.002,0.3,0.008,0.02,7,4
111121,2018070908,0.002,0.3,0.009,0.02,8,4
111121,2018070909,0.002,0.4,0.008,0.021,9,3
111121,2018070910,0.002,0.4,0.008,0.021,10,4
111121,2018070911,0.002,0.4,0.007,0.022,11,5
111121,2018070912,0.002,0.4,0.008,0.021,11,5
111121,2018070913,0.002,0.4,0.008,0.022,15,6
111121,2018070914,0.002,0.3,0.006,0.024,15,6
111121,2018070915,0.002,0.4,0.007,0.021,10,5
111121,2018070916,0.003,0.4,0.006,0.022,9,4
111121,2018070917,0.002,0.4,0.006,0.021,9,6
111121,2018070918,0.002,0.4,0.005,0.021,8,4
111121,2018070919,0.002,0.4,0.004,0.021,10,5
111121,2018070920,0.003,0.4,0.002,0.022,11,8
111121,2018070921,0.002,0.4,0.002,0.022,11,7
111121,2018070922,0.002,0.4,0.002,0.022,9,5
111121,2018070923,0.002,0.4,0.002,0.021,8,4
111121,2018070924,0.002,0.4,0.002,0.022,8,4
111121,2018071001,0.002,0.4,0.002,0.02,7,4
111121,2018071002,0.002,0.4,0.002,0.02,6,3
111121,2018071003,0.002,0.3,0.003,0.018,3,4
111121,2018071004,0.002,0.3,0.005,0.015,4,2
111121,2018071005,0.002,0.4,0.004,0.014,5,3
111121,2018071006,0.002,0.3,0.002,0.017,5,2
111121,2018071007,0.003,0.5,0.002,0.021,8,5
111121,2018071008,0.003,0.4,0.003,0.019,9,4
111121,2018071009,0.003,0.5,0.002,0.022,11,5
111121,2018071010,0.003,0.7,0.003,0.023,16,7
111121,2018071011,0.003,0.7,0.003,0.024,19,9
111121,2018071012,0.003,0.6,0.003,0.023,19,8
111121,2018071013,0.003,0.7,0.004,0.029,22,12
111121,2018071014,0.004,0.7,0.004,0.033,26,14
111121,2018071015,0.003,0.6,0.005,0.038,30,15
111121,2018071016,0.003,0.5,0.007,0.038,31,17
111121,2018071017,0.003,0.6,0.006,0.045,36,20
111121,2018071018,0.003,0.6,0.006,0.047,45,20
111121,2018071019,0.003,0.7,0.004,0.049,36,21
111121,2018071020,0.003,0.9,0.003,0.05,46,28
111121,2018071021,0.003,0.8,0.002,0.05,50,32
111121,2018071022,0.003,0.7,0.002,0.048,46,29
111121,2018071023,0.003,0.7,0.002,0.046,46,28
111121,2018071024,0.003,0.7,0.002,0.044,48,30
111121,2018071101,0.003,0.7,0.002,0.04,49,28
111121,2018071102,0.003,0.8,0.002,0.037,45,28
111121,2018071103,0.003,0.7,0.002,0.032,44,27
111121,2018071104,0.002,0.6,0.002,0.028,39,24
111121,2018071105,0.003,0.6,0.002,0.027,39,24
111121,2018071106,0.003,0.6,0.002,0.023,38,23
111121,2018071107,0.003,0.7,0.002,0.026,38,24
111121,2018071108,0.003,0.8,0.002,0.029,40,25
111121,2018071109,0.004,0.9,0.002,0.032,42,26
111121,2018071110,0.003,0.8,0.002,0.028,39,22
111121,2018071111,0.004,0.7,0.003,0.031,43,19
111121,2018071112,0.004,0.5,0.007,0.027,37,18
111121,2018071113,0.005,0.4,0.018,0.025,39,24
111121,2018071114,0.004,0.3,0.02,0.019,37,21
111121,2018071115,0.004,0.3,0.019,0.02,33,16
111121,2018071116,0.004,0.3,0.018,0.019,34,18
111121,2018071117,0.004,0.3,0.016,0.021,33,13
111121,2018071118,0.004,0.3,0.009,0.02,32,16
111121,2018071119,0.004,0.3,0.003,0.02,32,19
111121,2018071120,0.004,0.3,0.002,0.018,28,13
111121,2018071121,0.004,0.3,0.002,0.02,32,13
111121,2018071122,0.003,0.3,0.002,0.02,31,13
111121,2018071123,0.005,0.3,0.002,0.022,30,10
111121,2018071124,0.005,0.4,0.002,0.022,30,13
111121,2018071201,0.004,0.3,0.002,0.018,31,11
111121,2018071202,0.004,0.4,0.002,0.017,32,13
111121,2018071203,0.003,0.6,0.002,0.017,35,16
111121,2018071204,0.003,0.5,0.002,0.017,33,14
111121,2018071205,0.003,0.4,0.002,0.019,36,14
111121,2018071206,0.004,0.4,0.002,0.02,39,17
111121,2018071207,0.003,0.5,0.003,0.02,37,15
111121,2018071208,0.004,0.3,0.003,0.023,40,19
111121,2018071209,0.004,0.3,0.003,0.021,42,24
111121,2018071210,0.004,0.3,0.005,0.018,46,26
111121,2018071211,0.004,0.3,0.006,0.019,47,30
111121,2018071212,0.004,0.4,0.008,0.017,36,21
111121,2018071213,0.004,0.4,0.01,0.018,34,19
111121,2018071214,0.004,0.3,0.014,0.017,33,21
111121,2018071215,0.004,0.3,0.011,0.019,28,20
111121,2018071216,0.004,0.3,0.01,0.017,25,17
111121,2018071217,0.004,0.3,0.008,0.019,23,13
111121,2018071218,0.003,0.2,0.006,0.019,23,14
111121,2018071219,0.004,0.3,0.005,0.02,23,10
111121,2018071220,0.003,0.2,0.004,0.021,21,12
111121,2018071221,0.004,0.3,0.002,0.022,21,14
111121,2018071222,0.004,0.3,0.002,0.021,19,11
111121,2018071223,0.004,0.3,0.002,0.021,21,12
111121,2018071224,0.004,0.3,0.002,0.019,20,10
111121,2018071301,0.005,0.3,0.002,0.018,19,8
111121,2018071302,0.005,0.3,0.002,0.02,20,11
111121,2018071303,0.005,0.3,0.002,0.016,21,15
111121,2018071304,0.004,0.2,0.003,0.014,24,16
111121,2018071305,0.004,0.2,0.005,0.011,23,15
111121,2018071306,0.004,0.2,0.004,0.012,21,14
111121,2018071307,0.003,0.2,0.003,0.013,21,13
111121,2018071308,0.003,0.3,0.003,0.014,22,13
111121,2018071309,0.003,0.3,0.004,0.016,25,13
111121,2018071310,0.003,0.4,0.005,0.019,24,13
111121,2018071311,0.003,0.4,0.007,0.019,27,15
111121,2018071312,0.003,0.3,0.012,0.016,23,14
111121,2018071313,0.003,0.3,0.016,0.014,24,16
111121,2018071314,0.003,0.3,0.017,0.014,14,9
111121,2018071315,0.003,0.3,0.024,0.015,17,10
111121,2018071316,0.004,0.3,0.034,0.017,17,11
111121,2018071317,,,,,,
111121,2018071318,,,,,,
111121,2018071319,0.004,0.3,0.037,0.023,19,14
111121,2018071320,0.005,0.3,0.031,0.029,28,18
111121,2018071321,0.005,0.3,0.013,0.031,32,17
111121,2018071322,0.006,0.3,0.007,0.029,24,14
111121,2018071323,0.007,0.3,0.003,0.032,23,13
111121,2018071324,0.005,0.4,0.002,0.032,26,15
111121,2018071401,0.005,0.4,0.002,0.029,25,16
111121,2018071402,0.005,0.4,0.002,0.025,22,12
111121,2018071403,0.005,0.3,0.002,0.021,21,13
111121,2018071404,0.005,0.3,0.003,0.017,19,11
111121,2018071405,0.005,0.3,0.005,0.015,24,14
111121,2018071406,0.004,0.3,0.003,0.017,25,16
111121,2018071407,0.003,0.3,0.005,0.016,22,14
111121,2018071408,0.003,0.3,0.006,0.018,21,13
111121,2018071409,0.003,0.2,0.009,0.013,21,14
111121,2018071410,0.004,0.2,0.01,0.014,18,11
111121,2018071411,0.004,0.3,0.013,0.015,20,13
111121,2018071412,0.003,0.3,0.023,0.016,20,14
111121,2018071413,0.004,0.3,0.035,0.017,26,18
111121,2018071414,0.004,0.2,0.041,0.019,22,15
111121,2018071415,0.004,0.2,0.039,0.015,25,18
111121,2018071416,0.004,0.3,0.038,0.015,18,12
111121,2018071417,0.003,0.2,0.028,0.014,14,8
111121,2018071418,0.003,0.2,0.021,0.019,18,11
111121,2018071419,0.003,0.3,0.013,0.025,18,8
111121,2018071420,0.003,0.3,0.009,0.023,17,11
111121,2018071421,0.004,0.3,0.007,0.024,16,9
111121,2018071422,0.005,0.3,0.005,0.026,15,9
111121,2018071423,0.006,0.3,0.003,0.03,18,12
111121,2018071424,0.005,0.3,0.003,0.029,25,16
111121,2018071501,0.005,0.3,0.003,0.021,23,13
111121,2018071502,0.005,0.3,0.004,0.018,24,14
111121,2018071503,0.004,0.3,0.006,0.016,23,15
111121,2018071504,0.004,0.3,0.007,0.015,24,14
111121,2018071505,0.004,0.3,0.005,0.016,23,13
111121,2018071506,0.004,0.3,0.005,0.017,21,13
111121,2018071507,0.004,0.3,0.007,0.013,18,13
111121,2018071508,0.003,0.2,0.01,0.011,19,13
111121,2018071509,0.003,0.2,0.011,0.012,20,11
111121,2018071510,0.003,0.3,0.013,0.013,19,13
111121,2018071511,0.003,0.3,0.021,0.01,21,19
111121,2018071512,0.003,0.3,0.028,0.012,24,18
111121,2018071513,0.003,0.2,0.041,0.015,20,13
111121,2018071514,0.003,0.3,0.056,0.012,20,15
111121,2018071515,0.004,0.2,0.063,0.01,22,18
111121,2018071516,0.004,0.2,0.078,0.011,27,21
111121,2018071517,0.005,0.3,0.059,0.012,27,24
111121,2018071518,0.006,0.3,0.06,0.011,25,20
111121,2018071519,0.005,0.3,0.053,0.012,29,22
111121,2018071520,0.004,0.2,0.037,0.014,30,22
111121,2018071521,0.003,0.2,0.022,0.014,25,15
111121,2018071522,0.003,0.2,0.019,0.014,20,13
111121,2018071523,0.002,0.2,0.01,0.019,20,16
111121,2018071524,0.002,0.3,0.006,0.021,21,14
111121,2018071601,0.003,0.2,0.009,0.016,20,15
111121,2018071602,0.003,0.2,0.013,0.012,21,14
111121,2018071603,0.002,0.2,0.013,0.011,22,13
111121,2018071604,0.002,0.2,0.01,0.013,20,14
111121,2018071605,0.003,0.2,0.006,0.015,20,15
111121,2018071606,0.002,0.3,0.006,0.017,20,13
111121,2018071607,0.002,0.4,0.003,0.02,18,13
111121,2018071608,0.003,0.4,0.006,0.023,20,12
111121,2018071609,0.003,0.5,0.007,0.029,25,14
111121,2018071610,0.003,0.4,0.01,0.026,17,9
111121,2018071611,0.003,0.4,0.014,0.025,14,8
111121,2018071612,0.004,0.3,0.028,0.031,20,12
111121,2018071613,0.005,0.3,0.049,0.028,27,18
111121,2018071614,0.006,0.3,0.07,0.026,40,27
111121,2018071615,0.005,0.3,0.053,0.016,32,23
111121,2018071616,0.006,0.3,0.044,0.017,28,18
111121,2018071617,0.009,0.3,0.061,0.02,29,22
111121,2018071618,0.008,0.4,0.065,0.021,33,24
111121,2018071619,0.008,0.3,0.057,0.024,32,25
111121,2018071620,0.005,0.3,0.026,0.027,27,20
111121,2018071621,0.006,0.3,0.006,0.025,18,16
111121,2018071622,0.005,0.3,0.002,0.023,18,12
111121,2018071623,0.004,0.3,0.003,0.025,18,11
111121,2018071624,0.003,0.3,0.006,0.021,18,11
111121,2018071701,0.003,0.3,0.005,0.021,18,9
111121,2018071702,0.003,0.3,0.002,0.022,16,11
111121,2018071703,0.003,0.3,0.003,0.017,16,12
111121,2018071704,0.003,0.3,0.003,0.017,17,11
111121,2018071705,0.003,0.2,0.003,0.016,20,12
111121,2018071706,0.003,0.3,0.002,0.017,20,13
111121,2018071707,0.004,0.4,0.004,0.019,27,19
111121,2018071708,0.005,0.3,0.007,0.021,36,25
111121,2018071709,0.006,0.4,0.008,0.027,34,22
111121,2018071710,0.007,0.4,0.013,0.026,22,15
111121,2018071711,0.007,0.4,0.023,0.029,27,17
111121,2018071712,0.005,0.4,0.026,0.036,36,25
111121,2018071713,0.006,0.4,0.058,0.032,45,32
111121,2018071714,0.007,0.3,0.065,0.02,41,32
111121,2018071715,0.007,0.3,0.039,0.015,37,32
111121,2018071716,0.006,0.2,0.031,0.015,35,28
111121,2018071717,0.005,0.2,0.02,0.012,,29
111121,2018071718,0.004,0.2,0.02,0.012,26,22
111121,2018071719,0.004,0.2,0.022,0.015,26,19
111121,2018071720,0.004,0.2,0.013,0.02,26,20
111121,2018071721,0.005,0.2,0.005,0.023,25,20
111121,2018071722,0.008,0.2,0.003,0.021,28,21
111121,2018071723,0.005,0.2,0.002,0.02,28,24
111121,2018071724,0.003,0.3,0.002,0.022,29,22
111121,2018071801,0.003,0.3,0.002,0.02,32,23
111121,2018071802,0.003,0.3,0.002,0.017,30,24
111121,2018071803,0.003,0.3,0.002,0.016,31,27
111121,2018071804,0.002,0.3,0.002,0.014,30,24
111121,2018071805,0.003,0.3,0.002,0.014,30,26
111121,2018071806,0.004,0.3,0.002,0.015,30,24
111121,2018071807,0.003,0.3,0.003,0.017,30,24
111121,2018071808,0.003,0.4,0.004,0.024,31,22
111121,2018071809,0.003,0.5,0.006,0.03,36,24
111121,2018071810,0.004,0.4,0.01,0.032,31,23
111121,2018071811,0.003,0.3,0.017,0.024,30,28
111121,2018071812,0.004,0.3,0.026,0.028,31,23
111121,2018071813,0.004,0.4,0.041,0.032,34,24
111121,2018071814,0.005,0.4,0.079,0.035,48,36
111121,2018071815,0.007,0.4,0.089,0.025,52,39
111121,2018071816,0.007,0.4,0.058,0.022,38,29
111121,2018071817,0.008,0.3,0.052,0.021,29,25
111121,2018071818,0.007,0.3,0.05,0.023,35,27
111121,2018071819,0.008,0.3,0.042,0.023,36,29
111121,2018071820,0.004,0.2,0.033,0.019,32,24
111121,2018071821,0.003,0.3,0.016,0.021,31,26
111121,2018071822,0.003,0.3,0.007,0.026,28,21
111121,2018071823,0.003,0.2,0.007,0.019,30,21
111121,2018071824,0.003,0.2,0.007,0.017,25,20
111121,2018071901,0.003,0.3,0.003,0.02,25,20
111121,2018071902,0.003,0.3,0.003,0.019,25,19
111121,2018071903,0.002,0.3,0.007,0.011,30,24
111121,2018071904,0.003,0.2,0.009,0.01,34,27
111121,2018071905,0.002,0.3,0.005,0.013,36,28
111121,2018071906,0.002,0.3,0.002,0.015,28,23
111121,2018071907,0.003,0.4,0.003,0.018,26,22
111121,2018071908,0.003,0.4,0.006,0.023,31,23
111121,2018071909,0.003,0.4,0.008,0.03,32,23
111121,2018071910,0.004,0.4,0.011,0.032,26,19
111121,2018071911,0.004,0.3,0.016,0.027,25,18
111121,2018071912,0.004,0.3,0.021,0.019,21,13
111121,2018071913,0.003,0.2,0.034,0.013,20,11
111121,2018071914,0.004,0.3,0.065,0.01,27,19
111121,2018071915,0.003,0.3,0.062,0.011,26,19
111121,2018071916,0.003,0.3,0.059,0.012,20,14
111121,2018071917,0.003,0.2,0.055,0.014,21,16
111121,2018071918,0.003,0.3,0.062,0.016,25,19
111121,2018071919,0.003,0.3,0.061,0.016,31,21
111121,2018071920,0.003,0.3,0.035,0.02,31,21
111121,2018071921,0.003,0.3,0.019,0.019,24,15
111121,2018071922,0.003,0.3,0.014,0.017,23,15
111121,2018071923,0.002,0.2,0.012,0.014,26,17
111121,2018071924,0.002,0.3,0.004,0.02,21,15
111121,2018072001,0.003,0.3,0.005,0.018,23,17
111121,2018072002,0.002,0.3,0.006,0.016,22,16
111121,2018072003,0.002,0.3,0.003,0.019,23,16
111121,2018072004,0.002,0.4,0.004,0.02,23,16
111121,2018072005,0.002,0.4,0.003,0.021,24,14
111121,2018072006,0.002,0.4,0.002,0.022,25,19
111121,2018072007,0.002,0.5,0.004,0.023,25,22
111121,2018072008,0.003,0.5,0.005,0.026,30,21
111121,2018072009,0.003,0.4,0.009,0.032,36,23
111121,2018072010,0.004,0.4,0.016,0.036,36,22
111121,2018072011,0.003,0.4,0.03,0.037,38,23
111121,2018072012,0.004,0.4,0.052,0.036,41,26
111121,2018072013,0.004,0.4,0.086,0.032,55,37
111121,2018072014,0.005,0.4,0.126,0.025,61,44
111121,2018072015,0.006,0.4,0.137,0.025,64,46
111121,2018072016,0.006,0.4,0.114,0.024,50,39
111121,2018072017,0.007,0.4,0.089,0.024,41,32
111121,2018072018,0.007,0.4,0.059,0.027,34,25
111121,2018072019,0.006,0.3,0.042,0.031,29,18
111121,2018072020,0.007,0.3,0.028,0.041,30,19
111121,2018072021,0.007,0.3,0.013,0.043,28,18
111121,2018072022,0.004,0.3,0.007,0.036,26,14
111121,2018072023,0.003,0.4,0.01,0.03,25,12
111121,2018072024,0.003,0.4,0.004,0.035,24,15
111121,2018072101,0.003,0.5,0.003,0.039,23,16
111121,2018072102,0.003,0.6,0.003,0.037,23,15
111121,2018072103,0.003,0.5,0.002,0.036,22,12
111121,2018072104,0.003,0.5,0.003,0.035,24,17
111121,2018072105,0.003,0.5,0.003,0.033,28,19
111121,2018072106,0.003,0.5,0.003,0.032,27,19
111121,2018072107,0.004,0.5,0.004,0.034,28,19
111121,2018072108,0.003,0.5,0.007,0.04,34,22
111121,2018072109,0.004,0.5,0.016,0.048,42,29
111121,2018072110,0.004,0.5,0.04,0.04,38,24
111121,2018072111,0.006,0.6,0.061,0.041,44,30
111121,2018072112,0.007,0.5,0.065,0.035,42,30
111121,2018072113,0.006,0.5,0.081,0.032,41,30
111121,2018072114,0.006,0.4,0.11,0.025,45,31
111121,2018072115,0.005,0.4,0.167,0.023,51,34
111121,2018072116,0.006,0.4,0.167,0.018,58,44
111121,2018072117,0.005,0.3,0.128,0.016,50,35
111121,2018072118,0.01,0.3,0.089,0.021,56,33
111121,2018072119,0.005,0.3,0.05,0.023,49,18
111121,2018072120,0.004,0.3,0.037,0.022,28,18
