stn,date,SO2,CO,O3,NO2,PM10,PM25
111121,2018093005,0.003,0.4,0.009,0.025,13,10
111121,2018093006,0.002,0.4,0.007,0.026,14,10
111121,2018093007,0.002,0.4,0.003,0.031,13,9
111121,2018093008,0.003,0.5,0.004,0.03,19,10
111121,2018093009,0.003,0.5,0.009,0.027,17,10
111121,2018093010,0.003,0.5,0.016,0.026,15,8
111121,2018093011,0.003,0.4,0.028,0.027,20,11
111121,2018093012,0.003,0.4,0.05,0.01,34,21
111121,2018093013,0.003,0.3,0.053,0.009,24,11
111121,2018093014,0.003,0.3,0.053,0.007,24,14
111121,2018093015,0.002,0.3,0.052,0.006,19,9
111121,2018093016,0.002,0.3,0.048,0.007,17,7
111121,2018093017,0.002,0.2,0.047,0.006,15,6
111121,2018093018,0.002,0.2,0.045,0.008,18,5
111121,2018093019,0.002,0.3,0.04,0.01,18,9
111121,2018093020,0.002,0.3,0.033,0.014,14,6
111121,2018093021,0.002,0.3,0.035,0.011,14,5
111121,2018093022,0.002,0.3,0.036,0.01,13,6
111121,2018093023,0.002,0.3,0.031,0.013,13,8
111121,2018093024,0.003,0.3,0.031,0.016,13,7
