25.1,0.7,20,73,24.8
25.2,1.5,20,78,24.5
24.9,0.7,20,77,24.3
24.8,0.9,50,78,24.3
24.6,1.5,50,78,24.1
24.3,1.4,20,83,23.6
24,1.5,20,83,23.4
24.4,2.2,50,77,24.5
26.4,1.5,50,70,28.5
28.3,1.8,50,66,34
29.8,1.8,50,62,38.2
31.1,1.2,20,52,41.3
31.6,1.6,200,55,37.7
31.9,1.5,230,51,38.6
32.3,1.8,290,53,40.5
33.4,1.9,290,51,43.3
33.8,2.8,270,48,41.5
33.5,1,340,47,36.2
33.3,2.5,340,49,33.7
32.1,2.3,340,57,31.1
30.6,2.4,290,60,28.7
29.3,2.1,250,67,27.5
28.6,1.1,230,70,26.8
28.2,0.3,0,72,26.3
